19:48:34,4,"Broadmead, Union St",21,2020-02-16 20:09:34.799372
19:48:34,2,"Stockwood, The Coot",23,2020-02-16 20:11:34.799423
19:48:34,1,"Broomhill, Whitmore",34,2020-02-16 20:22:34.799473
19:48:34,U1,Queen's Avenue,48,2020-02-16 20:36:34.801334
19:48:34,2,"Stockwood, The Coot",52,2020-02-16 20:40:34.801412
19:48:34,3,"Broadmead, Union St",56,2020-02-16 20:44:34.801455
19:48:34,1,"Broomhill, Whitmore",62,2020-02-16 20:50:34.801578
19:48:34,U1,Queen's Avenue,78,2020-02-16 21:06:34.803323

19:48:51,1,"Broomhill, Whitmore",4,2020-02-16 19:52:51.177502
19:48:51,U1,Queen's Avenue,18,2020-02-16 20:06:51.179680
19:48:51,4,"Broadmead, Union St",21,2020-02-16 20:09:51.179738
19:48:51,2,"Stockwood, The Coot",23,2020-02-16 20:11:51.179790
19:48:51,1,"Broomhill, Whitmore",34,2020-02-16 20:22:51.179842
19:48:51,U1,Queen's Avenue,48,2020-02-16 20:36:51.181684
19:48:51,2,"Stockwood, The Coot",52,2020-02-16 20:40:51.181744
19:48:51,3,"Broadmead, Union St",56,2020-02-16 20:44:51.181799
19:48:51,1,"Broomhill, Whitmore",62,2020-02-16 20:50:51.181842
19:48:51,U1,Queen's Avenue,78,2020-02-16 21:06:51.184081

19:49:17,1,"Broomhill, Whitmore",4,2020-02-16 19:53:17.081979
19:49:17,U1,Queen's Avenue,17,2020-02-16 20:06:17.088368
19:49:17,4,"Broadmead, Union St",20,2020-02-16 20:09:17.088402
19:49:17,2,"Stockwood, The Coot",22,2020-02-16 20:11:17.088433
19:49:17,1,"Broomhill, Whitmore",33,2020-02-16 20:22:17.088463
19:49:17,U1,Queen's Avenue,47,2020-02-16 20:36:17.092842
19:49:17,2,"Stockwood, The Coot",51,2020-02-16 20:40:17.092884
19:49:17,3,"Broadmead, Union St",55,2020-02-16 20:44:17.092927
19:49:17,1,"Broomhill, Whitmore",61,2020-02-16 20:50:17.092988
19:49:17,U1,Queen's Avenue,77,2020-02-16 21:06:17.114797

19:49:17,1,"Broomhill, Whitmore",4,2020-02-16 19:53:17.572127
19:49:17,U1,Queen's Avenue,17,2020-02-16 20:06:17.574411
19:49:17,4,"Broadmead, Union St",20,2020-02-16 20:09:17.574468
19:49:17,2,"Stockwood, The Coot",22,2020-02-16 20:11:17.574521
19:49:17,1,"Broomhill, Whitmore",33,2020-02-16 20:22:17.574571
19:49:17,U1,Queen's Avenue,47,2020-02-16 20:36:17.576429
19:49:17,2,"Stockwood, The Coot",51,2020-02-16 20:40:17.576474
19:49:17,3,"Broadmead, Union St",55,2020-02-16 20:44:17.576517
19:49:17,1,"Broomhill, Whitmore",61,2020-02-16 20:50:17.576559
19:49:17,U1,Queen's Avenue,77,2020-02-16 21:06:17.578378

19:50:27,1,"Broomhill, Whitmore",3,2020-02-16 19:53:27.845837
19:50:27,U1,Queen's Avenue,16,2020-02-16 20:06:27.848145
19:50:27,4,"Broadmead, Union St",18,2020-02-16 20:08:27.848201
19:50:27,2,"Stockwood, The Coot",21,2020-02-16 20:11:27.848251
19:50:27,1,"Broomhill, Whitmore",32,2020-02-16 20:22:27.848298
19:50:27,U1,Queen's Avenue,46,2020-02-16 20:36:27.850123
19:50:27,2,"Stockwood, The Coot",50,2020-02-16 20:40:27.850166
19:50:27,3,"Broadmead, Union St",54,2020-02-16 20:44:27.850206
19:50:27,1,"Broomhill, Whitmore",60,2020-02-16 20:50:27.850246
19:50:27,U1,Queen's Avenue,76,2020-02-16 21:06:27.851947






































